,Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Type,Display Width,Display Height,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (inch),Ram Size
1291,samsung,47.0,black,"Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested and fully working , fully functioning includes charger. will ship in bulk packaging. will show signs of normal use.",intel,intel celeron,2.5,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,16.0,11.6,4.0
1292,microsoft,107.56,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel pentium gold processor 4415y,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,unknown,unknown,64.0,205.95,10.5,5.98
1293,lenovo,100.0,black,"10/100 LAN Card, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Optical Drive, Rugged, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","refurbished and ready to use - fresh install windows 7 pro 64 bit - 15.6"" hd screen - intel i5 2.5 ghz. processor - intel hd graphics - 4 gb ram - 500 gb hard drive - cd/dvdrw - webcam - ethernet port - wifi - battery included, takes charge - charger included - multiple units available, overall good clean used condition",intel,i5-4200m,2.5,notebook/laptop,1024.0,768.0,windows,hdd/ssd,500.0,205.95,15.6,4.0
1294,lenovo,99.94,black,Wi-Fi,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,i5-6300u,2.4,other,779.2421706908917,447.94931867081044,windows,ssd,256.0,256.0,9.07658618216591,8.0
1295,dell,450.0,other,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel celeron,1.6,notebook/laptop,1366.0,768.0,chrome,ssd,32.0,32.0,11.0,4.0
1296,microsoft,175.0,silver,"Touchscreen, Eye Tracking, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, Multi-Touch Trackpad, Convertible 2-in-1 Laptop/Tablet, Backlit Keyboard, Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 10th generation,1.2,notebook/laptop,2256.0,1504.0,unknown,ssd,128.0,128.0,13.5,8.0
1298,dell,140.0,black,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 8th generation,1.6,notebook/laptop,1366.0,768.0,windows,hdd/ssd,500.0,205.95,14.0,16.0
1299,microsoft,69.6,other,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam",For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.","surface pro 4. 8gb 256gb version screen is cracked/smashed touch still working. all other parts are working fine. battery holds charge and tested for 1 hour.(it could run more) mainboard, ssd, cameras - front/rear, wifi, etc. working excellent. no charger, keyboard included. charger and keyboard can be included for £20/£20 extra on top",other,intel core i5,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,unknown,ssd,256.0,256.0,12.5,256.0
1300,dell,335.0,black,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, Backlit Keyboard, Built-in Microphone",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",certified refurbished,intel,intel core i7-8665u,1.9,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,512.0,14.0,32.0
1301,dell,79.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",fresh install of windows 7. ready to use out of the box. signs of wear and denting on the lids (b grade condition),other,intel core i3 2nd generation,2.3,notebook/laptop,779.2421706908917,447.94931867081044,windows,hdd/ssd,250.0,250.0,14.0,4.0
1302,hp,39.97,other,No specifications,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.","this laptop does boot to bios. ruined screen. otherwise in fair condition with various marks, sticker residue, general wear. missing components including ram and hard drive. please look at the photos. sold as-is, charger not included.",other,intel pentium,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,15.6,5.98
1303,hp,49.0,grey,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel celeron n3350,2.4,other,1366.0,768.0,chrome,emmc,1.0,16.0,14.0,4.0
1304,dell,73.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i7 4th generation,2.1,notebook/laptop,779.2421706908917,447.94931867081044,windows,hdd/ssd,500.0,500.0,14.0,8.0
1305,dell,149.0,silver,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core 2 duo,2.0,notebook/laptop,1280.0,800.0,windows,ssd,98.89,128.0,14.0,4.0
1307,dell,22.55,other,No specifications,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,i5,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,14.0,5.98
